Fecha,Color
2027-05-31,
2027-06-01,
2027-06-02,
2027-06-03,
2027-06-04,
2027-06-07,
2027-06-08,
2027-06-09,
2027-06-10,
2027-06-11,
2027-06-14,
2027-06-15,
2027-06-16,
2027-06-17,
2027-06-18,
2027-06-21,
2027-06-22,
2027-06-23,
2027-06-24,
2027-06-25,Red!50
2027-06-28,
2027-06-29,
2027-06-30,
2027-07-01,
2027-07-02,
